:START_ID,:END_ID,relation,concepts,synsets,:TYPE
Dr. Jordan Hayes felt reluctance to accept other possibilities.,Alex caught Jordan's reflective gaze.,as a result,[],[],Relation
Alex caught Jordan's reflective gaze.,Alex leaned in and spoke to Jordan.,before,[],[],Relation
Alex leaned in and spoke to Jordan.,He wanted to compliment Jordan's analytical edge.,because,[],[],Relation
Alex complimented Jordan's analytical edge.,"Jordan said 'Thank you, Alex.'",as a result,[],[],Relation
"Jordan said 'Thank you, Alex.'",The elevator shuddered.,before,[],[],Relation
The elevator shuddered.,There was a vibration from the walls.,because,[],[],Relation
The elevator shuddered.,Taylor Cruz ordered a systems check.,as a result,[],[],Relation
Taylor Cruz ordered a systems check.,Every agent checked their gear.,after,[],[],Relation
Every agent checked their gear.,Sam Rivera made a half-jest about Martians.,before,[],[],Relation
Sam Rivera made a half-jest about Martians.,The team chuckled.,as a result,[],[],Relation
The team chuckled.,"The elevator came to a halting, eerie calm.",before,[],[],Relation
"The elevator came to a halting, eerie calm.",The group stepped off.,after,[],[],Relation
The group stepped off.,They stood in a tight pack.,before,[],[],Relation
They stood in a tight pack.,They shared a cautious glance.,before,[],[],Relation
They shared a cautious glance.,They fanned out into the unknown.,before,[],[],Relation
They fanned out into the unknown.,The thick metal door closed behind them.,after,[],[],Relation
The thick metal door closed behind them.,The team advanced into Dulce base.,because,[],[],Relation
The team advanced into Dulce base.,Their torch beams sliced through the air.,before,[],[],Relation
Sam Rivera sat alone in a cramped office.,Sam Rivera,is participated by,[],[],Relation
Their eyes danced across lines of code and intercepted comm signals.,Sam Rivera,is participated by,[],[],Relation
Their fingers paused over the keyboard as they leaned back in the chair.,Sam Rivera,is participated by,[],[],Relation
Alex Mercer arrived unexpectedly.,Alex Mercer,is participated by,[],[],Relation
Alex's shadow loomed over Sam's workspace.,Alex Mercer,is participated by,[],[],Relation
Alex's shadow loomed over Sam's workspace.,Sam Rivera,is participated by,[],[],Relation
Sam craned their neck upwards.,Sam Rivera,is participated by,[],[],Relation
Alex asked if Sam had a minute.,Alex Mercer,is participated by,[],[],Relation
Alex asked if Sam had a minute.,Sam Rivera,is participated by,[],[],Relation
Sam said always and swiveled to face Alex.,Sam Rivera,is participated by,[],[],Relation
Sam said always and swiveled to face Alex.,Alex Mercer,is participated by,[],[],Relation
Alex hesitated and weighed his words.,Alex Mercer,is participated by,[],[],Relation
Alex spoke about technology and intuition.,Alex Mercer,is participated by,[],[],Relation
Alex spoke about technology and intuition.,Sam Rivera,is participated by,[],[],Relation
Sam regarded Alex for a moment.,Sam Rivera,is participated by,[],[],Relation
Sam regarded Alex for a moment.,Alex Mercer,is participated by,[],[],Relation
Sam mirrored thought about intuition.,Sam Rivera,is participated by,[],[],Relation
Their shared silence held a newfound understanding.,Sam Rivera,is participated by,[],[],Relation
Their shared silence held a newfound understanding.,Alex Mercer,is participated by,[],[],Relation
Alex turned to leave.,Alex Mercer,is participated by,[],[],Relation
Sam's eyes drifted back to the screens.,Sam Rivera,is participated by,[],[],Relation
Alex Mercer stood gazing at the concealed elevator.,Alex Mercer,is participated by,[],[],Relation
Jordan Hayes approached Mercer.,Jordan Hayes,is participated by,[],[],Relation
Jordan Hayes approached Mercer.,Alex Mercer,is participated by,[],[],Relation
Jordan remarked about the mission.,Jordan Hayes,is participated by,[],[],Relation
Jordan remarked about the mission.,Alex Mercer,is participated by,[],[],Relation
Alex turned and replied about being pawns.,Alex Mercer,is participated by,[],[],Relation
Alex turned and replied about being pawns.,Jordan Hayes,is participated by,[],[],Relation
Jordan gave a short nod.,Jordan Hayes,is participated by,[],[],Relation
Jordan expressed feeling since the briefing.,Jordan Hayes,is participated by,[],[],Relation
Their eyes locked with Alex's.,Jordan Hayes,is participated by,[],[],Relation
Their eyes locked with Alex's.,Alex Mercer,is participated by,[],[],Relation
Taylor Cruz interjected sharply.,Taylor Cruz,is participated by,[],[],Relation
Taylor Cruz interjected sharply.,Alex Mercer,is participated by,[],[],Relation
Taylor Cruz interjected sharply.,Jordan Hayes,is participated by,[],[],Relation
Alex responded and gripped his rifle.,Alex Mercer,is participated by,[],[],Relation
Sam Rivera piped in with a joke.,Sam Rivera,is participated by,[],[],Relation
Sam Rivera piped in with a joke.,Alex Mercer,is participated by,[],[],Relation
Sam Rivera piped in with a joke.,Jordan Hayes,is participated by,[],[],Relation
Sam Rivera piped in with a joke.,Taylor Cruz,is participated by,[],[],Relation
They laughed.,Sam Rivera,is participated by,[],[],Relation
They laughed.,Alex Mercer,is participated by,[],[],Relation
They laughed.,Jordan Hayes,is participated by,[],[],Relation
They laughed.,Taylor Cruz,is participated by,[],[],Relation
They stepped into the elevator.,Sam Rivera,is participated by,[],[],Relation
They stepped into the elevator.,Alex Mercer,is participated by,[],[],Relation
They stepped into the elevator.,Jordan Hayes,is participated by,[],[],Relation
They stepped into the elevator.,Taylor Cruz,is participated by,[],[],Relation
The doors closed and they descended.,Sam Rivera,is participated by,[],[],Relation
The doors closed and they descended.,Alex Mercer,is participated by,[],[],Relation
The doors closed and they descended.,Jordan Hayes,is participated by,[],[],Relation
The doors closed and they descended.,Taylor Cruz,is participated by,[],[],Relation
Dr. Jordan Hayes mused over layers of data.,Jordan Hayes,is participated by,[],[],Relation
Alex caught Jordan's gaze and leaned in.,Alex Mercer,is participated by,[],[],Relation
Alex caught Jordan's gaze and leaned in.,Jordan Hayes,is participated by,[],[],Relation
Alex complimented Jordan's analytical edge.,Alex Mercer,is participated by,[],[],Relation
Alex complimented Jordan's analytical edge.,Jordan Hayes,is participated by,[],[],Relation
Jordan thanked Alex.,Jordan Hayes,is participated by,[],[],Relation
Jordan thanked Alex.,Alex Mercer,is participated by,[],[],Relation
A shudder ran through the elevator.,Sam Rivera,is participated by,[],[],Relation
A shudder ran through the elevator.,Alex Mercer,is participated by,[],[],Relation
A shudder ran through the elevator.,Jordan Hayes,is participated by,[],[],Relation
A shudder ran through the elevator.,Taylor Cruz,is participated by,[],[],Relation
Cruz reacted and ordered a systems check.,Taylor Cruz,is participated by,[],[],Relation
Cruz reacted and ordered a systems check.,Alex Mercer,is participated by,[],[],Relation
Cruz reacted and ordered a systems check.,Jordan Hayes,is participated by,[],[],Relation
Cruz reacted and ordered a systems check.,Sam Rivera,is participated by,[],[],Relation
Every agent checked their gear.,Alex Mercer,is participated by,[],[],Relation
Every agent checked their gear.,Jordan Hayes,is participated by,[],[],Relation
Every agent checked their gear.,Taylor Cruz,is participated by,[],[],Relation
Every agent checked their gear.,Sam Rivera,is participated by,[],[],Relation
Sam's voice crackled with a joke.,Sam Rivera,is participated by,[],[],Relation
Sam's voice crackled with a joke.,Alex Mercer,is participated by,[],[],Relation
Sam's voice crackled with a joke.,Jordan Hayes,is participated by,[],[],Relation
Sam's voice crackled with a joke.,Taylor Cruz,is participated by,[],[],Relation
They chuckled.,Sam Rivera,is participated by,[],[],Relation
They chuckled.,Alex Mercer,is participated by,[],[],Relation
They chuckled.,Jordan Hayes,is participated by,[],[],Relation
They chuckled.,Taylor Cruz,is participated by,[],[],Relation
The elevator came to a halt.,Sam Rivera,is participated by,[],[],Relation
The elevator came to a halt.,Alex Mercer,is participated by,[],[],Relation
The elevator came to a halt.,Jordan Hayes,is participated by,[],[],Relation
The elevator came to a halt.,Taylor Cruz,is participated by,[],[],Relation
The group stepped off.,Sam Rivera,is participated by,[],[],Relation
The group stepped off.,Alex Mercer,is participated by,[],[],Relation
The group stepped off.,Jordan Hayes,is participated by,[],[],Relation
The group stepped off.,Taylor Cruz,is participated by,[],[],Relation
They stood in a tight pack.,Sam Rivera,is participated by,[],[],Relation
They stood in a tight pack.,Alex Mercer,is participated by,[],[],Relation
They stood in a tight pack.,Jordan Hayes,is participated by,[],[],Relation
They stood in a tight pack.,Taylor Cruz,is participated by,[],[],Relation
They fanned out into the unknown.,Sam Rivera,is participated by,[],[],Relation
They fanned out into the unknown.,Alex Mercer,is participated by,[],[],Relation
They fanned out into the unknown.,Jordan Hayes,is participated by,[],[],Relation
They fanned out into the unknown.,Taylor Cruz,is participated by,[],[],Relation
The team advanced into the depths of Dulce.,Sam Rivera,is participated by,[],[],Relation
The team advanced into the depths of Dulce.,Alex Mercer,is participated by,[],[],Relation
The team advanced into the depths of Dulce.,Jordan Hayes,is participated by,[],[],Relation
The team advanced into the depths of Dulce.,Taylor Cruz,is participated by,[],[],Relation
The weight of the metal door closing reverberated.,Sam Rivera,is participated by,[],[],Relation
The weight of the metal door closing reverberated.,Alex Mercer,is participated by,[],[],Relation
The weight of the metal door closing reverberated.,Jordan Hayes,is participated by,[],[],Relation
The weight of the metal door closing reverberated.,Taylor Cruz,is participated by,[],[],Relation
"Agents Alex Mercer, Jordan Hayes, Taylor Cruz, and Sam Rivera proceeded.",Alex Mercer,is participated by,[],[],Relation
"Agents Alex Mercer, Jordan Hayes, Taylor Cruz, and Sam Rivera proceeded.",Jordan Hayes,is participated by,[],[],Relation
"Agents Alex Mercer, Jordan Hayes, Taylor Cruz, and Sam Rivera proceeded.",Taylor Cruz,is participated by,[],[],Relation
"Agents Alex Mercer, Jordan Hayes, Taylor Cruz, and Sam Rivera proceeded.",Sam Rivera,is participated by,[],[],Relation
Taylor Cruz,team,ordered,[],[],Relation
Sam,electronic anomalies,detected,[],[],Relation
Jordan Hayes,panel,identified,[],[],Relation
Jordan Hayes,panel,explained,[],[],Relation
Alex,panel,examined,[],[],Relation
Sam,drone,interfered with,[],[],Relation
drone,group,scanned,[],[],Relation
Taylor Cruz,team,directed,[],[],Relation
team,mainframe room,entered,[],[],Relation
Dulce base,secrets,contained,[],[],Relation
Taylor Cruz set a brisk pace.,Taylor Cruz ordered comms checks every thirty seconds.,before,[],[],Relation
Taylor Cruz ordered comms checks every thirty seconds.,Sam offered a murmured 'Copy that'.,before,[],[],Relation
Jordan Hayes paused at an innocuous looking panel.,Sam offered a murmured 'Copy that'.,after,[],[],Relation
Jordan Hayes paused at an innocuous looking panel.,Jordan Hayes called Mercer and Rivera to come see the panel.,before,[],[],Relation
Jordan Hayes called Mercer and Rivera to come see the panel.,Alex joined Jordan's side to examine the panel.,before,[],[],Relation
Jordan explained the panel was a recent addition.,The panel appeared out of place to the trained eye.,because,[],[],Relation
Jordan explained the panel was a recent addition.,Alex could respond.,before,[],[],Relation
An approaching drone cut through their muffled exchange.,Jordan explained the panel was a recent addition.,after,[],[],Relation
Taylor heard the commotion.,Taylor looped back to the group.,before,[],[],Relation
The drone came into view with sensors locked onto the group.,Taylor warned that they couldn't afford to attract attention.,because,[],[],Relation
Sam reacted to the drone.,Sam's tech-savvy mind was steps ahead.,because,[],[],Relation
Sam used their gadgetry to interfere with the drone.,The drone drifted away.,as a result,[],[],Relation
The drone drifted away.,The crew exhaled with relief.,after,[],[],Relation
The crew exhaled with relief.,Cruz directed the team to move out.,before,[],[],Relation
Cruz directed the team to move out.,The crew exhaled with relief.,after,[],[],Relation
Cruz told Rivera to keep that trick handy.,The team pressed onward.,before,[],[],Relation
The team pressed onward.,Every agent held a renewed sense of wariness.,after,[],[],Relation
Every agent held a renewed sense of wariness.,The base was alive in a way they hadn't fully anticipated.,because,[],[],Relation
The team converged upon a central hub.,The doors to the mainframe room stood ajar.,before,[],[],Relation
The doors to the mainframe room stood ajar.,They fortified their resolve and stepped through the threshold.,after,[],[],Relation
Darkness uncovered steel doors with warnings that spoke of top secrets and mortal dangers.,darkness,is participated by,[],[],Relation
Darkness uncovered steel doors with warnings that spoke of top secrets and mortal dangers.,steel doors,is participated by,[],[],Relation
Taylor Cruz stepped firmly into the role of de facto leader and set a brisk pace.,Taylor Cruz,is participated by,[],[],Relation
"Taylor ordered 'Eyes sharp, people. Comms check, every thirty seconds.'",Taylor,is participated by,[],[],Relation
Sam offered a murmured 'Copy that' while fiddling with a handheld device.,Sam,is participated by,[],[],Relation
Sam offered a murmured 'Copy that' while fiddling with a handheld device.,handheld device,is participated by,[],[],Relation
Jordan Hayes paused at an innocuous looking panel.,Jordan Hayes,is participated by,[],[],Relation
Jordan Hayes paused at an innocuous looking panel.,panel,is participated by,[],[],Relation
"Jordan said 'Mercer, Rivera, come see this.'",Jordan,is participated by,[],[],Relation
"Jordan said 'Mercer, Rivera, come see this.'",Mercer,is participated by,[],[],Relation
"Jordan said 'Mercer, Rivera, come see this.'",Rivera,is participated by,[],[],Relation
Alex joined Jordan's side and examined the panel.,Alex,is participated by,[],[],Relation
Alex joined Jordan's side and examined the panel.,Jordan,is participated by,[],[],Relation
Alex joined Jordan's side and examined the panel.,panel,is participated by,[],[],Relation
Jordan explained their reasoning as Sam approached.,Jordan,is participated by,[],[],Relation
Jordan explained their reasoning as Sam approached.,Sam,is participated by,[],[],Relation
Jordan said 'This panel is a recent addition — covering something they didn't want found.',Jordan,is participated by,[],[],Relation
Jordan said 'This panel is a recent addition — covering something they didn't want found.',panel,is participated by,[],[],Relation
The soft whir of an approaching drone cut through their muffled exchange.,drone,is participated by,[],[],Relation
Taylor had looped back upon hearing the commotion.,Taylor,is participated by,[],[],Relation
Cruz's voice trailed off as the small airborne device came into view.,Cruz,is participated by,[],[],Relation
Cruz's voice trailed off as the small airborne device came into view.,airborne device,is participated by,[],[],Relation
Sam reacted first and declared 'I've got this.',Sam,is participated by,[],[],Relation
Sam's fingers flew over the controls of their own gadgetry to ward off the threat.,Sam,is participated by,[],[],Relation
Sam's fingers flew over the controls of their own gadgetry to ward off the threat.,gadgetry,is participated by,[],[],Relation
Sam's fingers flew over the controls of their own gadgetry to ward off the threat.,threat,is participated by,[],[],Relation
The drone lingered and its scan seemed more curious than hostile.,drone,is participated by,[],[],Relation
The drone drifted away and retreated into the shadows.,drone,is participated by,[],[],Relation
The drone drifted away and retreated into the shadows.,shadows,is participated by,[],[],Relation
The crew exhaled in a moment of collective relief.,crew,is participated by,[],[],Relation
Cruz squared their shoulders and directed 'Move out.',Cruz,is participated by,[],[],Relation
"Cruz said 'And Rivera, keep that trick handy.'",Cruz,is participated by,[],[],Relation
"Cruz said 'And Rivera, keep that trick handy.'",Rivera,is participated by,[],[],Relation
The team pressed onward with soft beeps of regular comms checks.,team,is participated by,[],[],Relation
The team pressed onward with soft beeps of regular comms checks.,comms checks,is participated by,[],[],Relation
Every agent held a renewed sense of wariness.,agent,is participated by,[],[],Relation
The group converged upon a central hub where the imposing doors to the mainframe room stood ajar.,group,is participated by,[],[],Relation
