"concept_id:ID","name",":LABEL"
"14f33186d0e26aade87201c6db9b689a6f22b0b5dfda36804610cbebad76696b","scrutinizing","Concept"
"4eff8ab506a9d3f53941e88dccf260cbf6dbf0f4fce02213ce41e693df56fe69","calculated risk","Concept"
"c616944b3dc8753e1684f3533ffd559fbd994a171f3e41d3693a12841c9a7fb3","frustration","Concept"
"06b06e8f2201bd362c8f97e67317339d12c8ffd29def0bf14a2ccac235ab0711","intrusion","Concept"
"e17cacb5d99ee9979068f9ca427d33bfe85901776c73eef5143ea38689c2ed54","puzzle","Concept"
"e538107d4fa7410d1180cb884674c31d2192d857b72444ffa737aabdbb9039f9","designs","Concept"
"ab2bf0bd01dcc28648b33fb080484ec95ef423d12a1b5db3315e20921e63b465","personnel","Concept"
"cb55d0df6b735ef61b097678f6bd73019504c58749267e7ed9ad280116765c68","recognition","Concept"
"7ddcfa88755df3572fbb1100f1dd7855e518175d019792b2ae5890d1c3449a67","transition","Concept"
"00fcab9361022a9ed7a9e44d25b2250131a05c056918bed678fc0d9c42f7b9b5","file","Concept"
"2785bc56735aaa2458fbf6662a6c2e1aaa600b492ade1e11c33ca884ad05c368","skepticism","Concept"
"1ea88c09a01fee552b4079e7021cd10286a84305a4f9e424e7e336315e16e421","finality","Concept"
"26f90357760e61cc02323c7013060bb2a4bb6d65f1fd7f230ed39a3ab8ac17f5","interruption","Concept"
"946c58826e9d866f2c7e0458cf6fcac9ea30397493fcc867adf87f1e2f40ed45","work","Concept"
"94571731bb93af7cd711ee2246c1bd3803b883d6d842f28c42712a1a6fa05883","anomaly","Concept"
"2e2e6030adc97cb643adf768138a87a96303ecf7b90fea5fe538cc1a7fc54f94","rejoining","Concept"
"6d7608cf05082aa84623ac1bc3695d9ff259a209420cd75794221f34d4254cf5","military operation","Concept"
"15249169fc427fcc9cebe729040d12ff6b84908adcc096d1494788c405c6faad","immersion","Concept"
"9325fd5da4a44513848881a53e31ccce532dc82cca7a5d6226eaf22a4ecd1419","environment","Concept"
"2b09d4a0d5e627b2c5844ffc0d25439363aa6040d8aee455549faddcd7fa40b1","profession","Concept"
"e6083588da3252c0b37501e61ae047082cb91171fac07e9b68d219f9e9d9f786","unit","Concept"
"0f28bce201276df69b36f128fafd964b8938337ee763094984b2f212fa0675a4","desire","Concept"
"cb813fd7fedf07f1f0fd4a249b240ef43798352720b608223de2e6dce59d14c0","risk-taking","Concept"
"ae8f3243c37ee142b4100c9c544e5674ec1b8bea22958a5cac7f7e2daee615db","innovation","Concept"
"10ba536f7e7c5d973150fb6b75a1f9a2c47ccb34783cec74c35bc00a10807c68","constraint","Concept"
"c6e545ee3b0db96732d419b72af00144bec22f0cceacf7e852915d313f8e766a","obligation","Concept"
"452e302bc736858abeb780ca2cfeca11d615916b0b98d697ddbb237aa5573cde","mockery","Concept"
"e9703338393b419663d2e909ff8a183958d70530b8502f0525ec451289056f37","explaining","Concept"
"db2e406cf890637b9bdabbc69f0e7d9a2ad7642edd28e98f08e4bff2c3a72a44","assertiveness","Concept"
"ed52bffef1b3b1c4fdd716783e571f8cd8764afe42d6c732aefa6ec41fe758a5","vertical movement","Concept"
"600549dd7a0f7152ec80ae60bad51b49a9cb390ab8f8eb275c98324957de3fe2","leader","Concept"
"f7d832e3ad0b8a1ab307b962127a04bb2e4cff0bba07e6556fcc53f9dd2f8d3d","power dynamic","Concept"
"6a41b75a22c2fe19023d1c8a8d570e1da639f3563c41d2d2c8ccf3f9f1e83a41","posture adjustment","Concept"
"97297827bff43ee96dfba0265e6d87aa201e1ca6ab7c2577b8cf7168d1f082a9","problem-solving","Concept"
"4164a554b0cd66a2a6ff2ee15dbcd7430ce4e185e2fd534381b1fbe5d073ab36","pattern","Concept"
"f85b5d9a35c23892a7ca45cdff353baf28a7d97cae3a57dc8473786a76f83a5a","system","Concept"
"499aeb41fb6edbb8b8f3c60fc1676e2710d313eb06ffaf00b8d36583eb75a283","re-engagement","Concept"
"ee5d79982615eff6e54e12a0562f0cf995c8ab46da805f5e66cb96f5000552df","force","Concept"
"467d5cafb8c4202ff943d6bc8d266461438bab62860b9b7b60794572f44b088d","fortune","Concept"
"3a2e6ce6db8553c3407c470266ccb972955bb9c3e005ca6cc69badb1dc574fc4","activation","Concept"
"95ea60ea769a36dfee8fcda1b3a8763009fcdd6b68446a889b54da830a568810","admonishment","Concept"
"da0079fd0ce33989815e1e5cfb31bf24efed9ab0fc6434ba088917778c4efa19","mutual recognition","Concept"
"bd3b60a22df0715336e687390ae830f94def9d1286fbbc0ecaabe48624937fdf","function","Concept"
"869962d8aab23645e699dbb7efff33da7e8f3f3b944c676d07cb3e2027fc9015","set","Concept"
"e51617c4d937303ef7f6aad5f7b68f03d747067536207cc7eb2b3ded47ccfb71","event","Concept"
"7b0b8980faa9eda888f5e7572ee3b28af94404cbad83c24166c9e5b6e284517b","protocols","Concept"
"4515c10344007e126507178d0465ee13c17614a83fb1bc130ed7f13acefa7ec6","reaction","Concept"
"462dd2328d5950d1c786c7157fd9812b1721665bd7c77bb68519fed903eb4bc3","barrier","Concept"
"daee8f603814697502c971253591bfffade2830273aa516e69cf867d6acdade3","proficiency","Concept"
"dc116491228b761483c3f68539b0aa3289fcff27edf90ae7eb8d2096a388cd61","gamble","Concept"
"bd2088bc2a34a1e55b636082e477d9ef43bc68773d8b399f0fe030073364a2bc","comedy","Concept"
"036ba02693713a1893a5b672221d9dc56b84f7bb8d5d9bb18820d0e23f164f06","operative","Concept"
"2a5b5342de8fc1a1c26128b8dec1dde96e9af654a31a8954940648350c2edaef","shock","Concept"
"bd6883b59a68f58a49cf4a1605a10209768c70a30694e6ad6bcd9d08cc4cd616","speculation","Concept"
"d7428cc6df250ced65b1c9ce7fcdc013b1451b9d476e83497b5d1e422afe85c6","assembly","Concept"
"c38a399221dae7f44b88c8db5ea0c794e9ca6d87bd726fbc39590d24c85c802b","laughter","Concept"
"f4174fb065ed74cf838cfe8074ddeca03829541559dc76a3b60888f0f72bf1e7","individuals","Concept"
"358124948ce2e83aeb1322a1f6a3e99db2e18d254b7e3ba02e373a697c6dcb59","realization","Concept"
"f4415bd32bf5de17ed04d114d6cee44c1819b1eaf2aaec2cdc91743ecc2855a5","police officer","Concept"
"e4998139b14e4728487b5b83bbeb0071e44248bdcf6b2d4e2bac3d05afc33b5f","challenge","Concept"
"a2559950b213d00f9bc0a505302e5c15cfbcb1651e3c9b1b70026e09e7f553bb","vertical transport","Concept"
"56e6d94f2b4a722567eb04c394e41556f37af0fb0f2d430140e9dfa251fae83d","mentorship","Concept"
"9da930e02de741d793373d44ab2bfeedd060990eba60a698ffee70301176e833","workstation","Concept"
"0500c4cc356135aad76eba6a039d9c11a2101ccaeca6a9b64d564d5e9355ae32","awakening","Concept"
"d580491c2fb426db394be42a74a07aef82baf4aea014366c5445aa0ff33f68c9","compromise","Concept"
"fc140c86797baa4203e1bd75c396f5c5cdae50c96acf4e2d4a4a4fe3d10d71d0","secrecy","Concept"
"93917888822cd95c90eb8400528e8a33d8b7bfd9842c2dab9d154bac0407c583","wit","Concept"
"309de847f22f86b11b66357e8dcf7eb9f399dca0f75d81ffb17ef2e288d6a12c","conviction","Concept"
"96a02f9ec66ac2baa2717470ba73d6df7fb715e08fbf0d849a9dda87c14d4d4d","nonverbal communication","Concept"
"8bff83c8d1197e4bc258ac0d41d73529011429278c4fdedb0a939fd6c386b4d3","infiltration","Concept"
"ebe5bddd8509bfcb7bb55dcdcf869afffd43b9ae9de4f1ebc127dc294dd061ad","signaling","Concept"
"32f4148a2729b6cf236b19b9dd3189f99eee819a74f305c6415c5bab00d857f3","formality","Concept"
"3e78ed3af0c03399ad69ec4b0d7ee34fc0203c0058634a0cd2561f71083c8c20","turning","Concept"
"8218d4e720df13cda9db640f764d60e4e8d7d06d622d6a6b4d1b60408e534c3b","reference","Concept"
"9331b82186b0aa013703cd67672a8c1ea5960824495716518da742dff8003167","briefing","Concept"
"119b7746fb748b5bd8fddc6b794db731c62acc883d68dcfb238d43c766c1495e","espionage","Concept"
"b06dcd43664cd604be1719c23892415b476484d7ddfa247f71165daff9cf3633","piercing","Concept"
"650733824fc4b281ab519a40396beb61a4ac7b150444cbc30297c688870d5748","return","Concept"
"72d10853aee169691d846afa0c2d08d2bc78820318016826096d76e7e0311582","practice","Concept"
"2189dc5b54e506b97d496fbe0471891dcbafc761f8604305f0ca2efa602bffe4","control","Concept"
"fc740522b5772d9b36884fe9d8a9ae493888538c493f3f703b23896ab737645f","ambition","Concept"
"e81ec0a32c75782079fad213e84fce38595de6058c3504ab3e0eabb3677c56f0","caution","Concept"
"249419b8ef5eba23ed3306717df270fb92ce6c1c4bef130a48e7ef9d9f81c448","material","Concept"
"99723aac5ef7b3c875f24b676261009918fb180fb4f42996e20e941a909bc3ed","menace","Concept"
"ff19aa5026eaa9c14aa0ca998566b08c099e51b652150e593286396ca326378b","possession","Concept"
"c8eff268039601e6fc5084f3584b500fa937ab47a5a3c98c30072f44fe224af4","scientist","Concept"
"617c1d48a3abd40c35b2a5333aff138375c1533c899f1abd2d20cab5dc1e65a7","self-discovery","Concept"
"73bce06b6d5ef05a9ee06bfabbac46c6a8d020d50e1da8f580c1cbfe00a74210","silhouette","Concept"
"e610d4db4dec0eeca73831264d9d895a2b0b0ebc623089e409dccf8ab700240c","scientific breakthrough","Concept"
"d70019f8326f13ee985425d72e8c34fb20915883fe48b8e2f071615d4a5f4bac","instruments","Concept"
"27c4eb2fd438629cb4466232acf7313c9901e5f24bdee54a3122db70449b08d1","enigma","Concept"
"0835866c22f802972780841b99ae97cb25328ca3f9febce32cca88387bbdb815","initiation","Concept"
"a5c7d1d26b19173098c0ada457fac9f19d58540e8c25bb1fa6b19a00f4268285","speaking","Concept"
"aea551b65c30f7ab733f344a9df7eeaf8e24a4cb73c981cd432eaedfc40d8359","refusal","Concept"
"ca1bf3830c3c8fbc931625384c1e45a547960323c9d2ca38682c2651092049b1","concept","Concept"
"12ef9ec6cb6c804c08749c70ba7f60622bdf4bddf4d32d529e3dff29ebc00f4c","self","Concept"
"fd7cf7285402db5dfe333d9c71c99c204137f1912d976b96778ccecca23e9912","tension release","Concept"
"2935ae2a2cac3f2f72ed011f4fa6e7841dc98cfe724382a63b82c714d54997ed","message","Concept"
"09e377a37eaa21b0c2bb94a7c1cc51385e1ce1b3c7e9ef9e68e3b784e6e3afe2","attention lapse","Concept"
"83f3b05659b1f63a829ec68723e78bd9c61183d6391bae93fda47041806f0c87","communication","Concept"
"e6ad57b352a52488d25293d7238bdb868595b1a4e9b91e3fd498c29d48a3a677","debate","Concept"
"3ceabfb6057a127a94b1e1f10008e44d804ca163adf981fc98cdf016bd38508f","exercise","Concept"
"f725dfdeea859f2307d705328023b3cd3ef3190726e0ad9edf719328ea6818ff","noticing","Concept"
"61fd53edbb3e8fd5243e46b44c43fd6d707aebfab1e004ea05d5faa44016b884","development","Concept"
"c8a46e3094d372a0f9208da1aeaa5f1eed6f3876923ccb5aceb30dca5573be0d","calculated decision","Concept"
"950a76fa1a6e07a3ab1a7765dcad8a059798f16a00fe2e9238c9753ec561e5e2","humor","Concept"
"b4db32f4bfccdfcefb7376f023ad994291efbc8d4ce89d6641b24d0eb0510ba2","harmony","Concept"
"e782d3d62dff8530fe99702494d1623e482bb35bbe7fd12e0a9317cf91afd35f","enclosure","Concept"
"6cc29518a6e0acdaa2adfd54173ceb102bd22e27cdfe14bfef51b6142f7cb0c0","non-verbal interaction","Concept"
"eeb2e09399ad17fb2e0c948ff9f50e8be6a54f8f70934c7960756bed7282c2ab","spontaneity","Concept"
"3657fda43d056a4678ef627e4e46521d693075649836cb91fd1db15ffe38939c","nervousness","Concept"
"74b6916549ef9f36345625fbf74c1c85e5e235e25595dfeefd57a568ed4e537e","self-reflection","Concept"
"b6b92c7320152b02ff6cd28a35e11f72f571ca4492ed735d9f3a1f23993cf49d","mission briefing","Concept"
"538c554615146097f8626a669a513d1ea00925d0640c89289e37d8da544a2314","commitment","Concept"
"8d0d4809e2d01bcc97e5770ece2c65af1c743853fbdbd80c5971d0c2279a70e1","wariness","Concept"
"ba44f46e25bf5350dc20b7832a44dc8273e74d6bca4a0047ec60944d6c70f823","occurrence","Concept"
"fadc1e6beba8b2b1f57e75149a7c7cf8cd5a0b6c930bb861a6e43b052434580b","safety","Concept"
"59c7f277c205b6f61f28055232a6bc28bcaef926e5601abaf4eb6891a01fc012","ascent","Concept"
"7432b3b97214bae551b344ff26d3d318bee565787d176a40cf12ed31397b4d9d","breathing","Concept"
"08b13d99a48d7bf7abb1c2b6d8821f0c1f51a6d6bb1dfcc663e57bd6b04d77dc","irregularity","Concept"
"0363c4dd82f8842cd2dbb254ea1c68c537eeca63ee00cdd7bd41d1a12add5ee2","regulation","Concept"
"39a87a9ee444db545bf6c6a66c55e4894216e66db73ce46fc853fc621f418ceb","reflection","Concept"
"75681179ade751755f3a06e751968132f581d1421a25ea3392b08e893fbb51ed","unity","Concept"
"8765cec1d9b87f11705a3bfb9bd2dba9a9c363486387e2036c81d81ea167528b","interception","Concept"
"5d638a260a89eebab0be8f8d7a4defd7462a7965502d3268f4956e43ccee460a","rest","Concept"
"743f742bd70bae074d352d8b40ea475ba6cae723578c313d9ed3d330b1736e6d","gratitude","Concept"
"9972587630cde31ab08de9176336455c95b068d61ea8a09cd8f565d150d0782a","anticipation","Concept"
"8bfb4b34333c2780c8dc4135d7d4f7117eddde6676dbefbf0276fa413dc614b1","assertion","Concept"
"9a99d4ffe98d67ba6a2636d968ed60ba43fabf6c30e65ad7e836eb1be4739502","burden","Concept"
"07640f138fe2bb7842023ce87ca2e79150159d140516142326a62649816820aa","relieving","Concept"
"12786b5e538ab853e70ff78bd659b90c36db7bdbfa818344535e30c4093e90cf","mechanism","Concept"
"712d64892a00845ab01185fe81367d397b640333a8d5955df9b9167ac25e40c7","silent agreement","Concept"
"6651a9f883fec5314e619d10929cec8cf21d563f2804f1c0a59d4daf1fe5a314","knowledge","Concept"
"3975b54c4692f607982bbadb2289a7e7350ee72e63b83de4f8a522ec3ec57a97","searching","Concept"
"4473429a51537c63ee6b2c1c2dd55a15e8c645796948724153cb1fee60d92f7e","redirection","Concept"
"5a4c4ba17e1cf1f45fe18d70e5066e2f3c791fc72332e0a368d3e5bf316f39ef","pragmatism","Concept"
"66dc3dedb558ed12491b9fe3235698eefff435c6070f30d657bbe87d5b966af1","impact","Concept"
"046cc003f1d119a1eb32ae2577fab493540dceb36a62616e857344b2a5d5c466","disagreement","Concept"
"c4c7ac1d7bbb375bb8ee9cdbdfae994bd318d6da26267db91c7b94932d402af5","pair","Concept"
"9aa3494810631e96a368fc13aa1a4bc75b8730fed76f55b5b23bd86c7a367bd1","object","Concept"
"9a8eec554e033f234a999a01c938df1a3bb3de0aa86459b4b2c1323204e941e9","intelligence","Concept"
"e1f8f591c40ab230ab3c6ce6c51f4dfee66aebd3ec67faa079ee0145fd1db3a4","worry","Concept"
"9919be28bbeaaa85f50170c04e8f6305e3d6128a9a90a997747a4eebe5271bef","gateway","Concept"
"0b15739d0b78ed583536de1bf53a8dacc20efc1cef567d61142257c652a991ad","professional","Concept"
"1f57baf5ce0bff69879085286287421c50ff2e15accfae0737bdf2ea7e5c1084","departure","Concept"
"12cdf9606574406b4100501784f432ca255173ef1f10325f308ba4382d60d539","analysis","Concept"
"cea17243c1406f866c7d7bece7aecd7ec61e03b313f572dd349b306d3a740ccc","objective","Concept"
"4d0c2c92b91b267c659e8b739cdb49a493841d93d32c57fd5833288034f75f9e","surprise","Concept"
"c68705cb54034e15327b814d8ce4b96656bf11e7bcd3aeeb84f932d4b35c8ce0","verbal clash","Concept"
"1eec1ed2c441aa74d2f3d3632ec734c6dfebcec270090ae46f02421ea71ee30b","resonance","Concept"
"b1e2cd870273c6f9d891f6c4c457fe9dd4d96bf954e8c280121284ff6ba59bfc","disruption","Concept"
"9f74470b937614a1fcc08d6be1c968d0829eeda355f68dc37e42eebcae6fcf7b","huddling","Concept"
"5b5ed5412af82099861ce2d15561bc8900985ed64ac4f7c692bbd52e027b5c68","expedition","Concept"
"b75b93e3b1a0f86351115afc7c571323d28b0421e2f3997c557380fd63c312a2","possibility","Concept"
"74e3e15d5af396f031b5c68754620f1452409e9af2339424ed3d39f126ec6686","alarm","Concept"
"6e10a7984068b59cd3c782a0dddb7b75d8dec8420ce486a74a51f08c6d6d1165","unease","Concept"
"10ac0369660b1447b2dba315661f098594b87a94eec0b74ded1f5ae2895282e1","breakthrough","Concept"
"a37422a91d709153c6bac070755a6336373e862785704be07017ab54b699694c","exit","Concept"
"b1d068e45b9cf045e3d1699d96399c1e6ed12b8da95614b6047facaac448c521","sitting","Concept"
"b5f6da9230893ed1c591987771f6ebda0abfd2c31d4d821031a73e43796a92e7","preparedness","Concept"
