":START_ID",":END_ID","relation",":TYPE"
"transmission logs","b96cb1c1003e41e5d515745df5e20bb40023f31af694d8c0138f22cc27868b40","has_concept","Concept"
"transmission logs","aba9e9868d1f1c92e35fb67655b16f7c1f0d7662ae246db57902ce1110970c9e","has_concept","Concept"
"transmission logs","626fb4178fba44effc5207cb54ae879e923de32046b8bbc7e39ab47f751a325f","has_concept","Concept"
"transmission logs","00fcab9361022a9ed7a9e44d25b2250131a05c056918bed678fc0d9c42f7b9b5","has_concept","Concept"
"transmission logs","329fe1a94bbc3913b430b7ba42a5336c741203cbe2e15b3e20b1984919b532a9","has_concept","Concept"
"transmission logs","f21b8bf7cbf142db5b83af45dec58cdc7c3f3b17d5ef30c33b39cb3f7c931be3","has_concept","Concept"
"himself","e9b52e83a2497e9656a7b6030ddf5175d54c4f991cacebd04f074ae42e103c3e","has_concept","Concept"
"himself","7c4c46234a0794aeed7858a77e90b3648eff198437306f5b730de42606a45e7e","has_concept","Concept"
"himself","12ef9ec6cb6c804c08749c70ba7f60622bdf4bddf4d32d529e3dff29ebc00f4c","has_concept","Concept"
"himself","3b319f8fe5a4b55cbb619d445c76d71fce3c09eb1a15d2f5a945d024d756a4d3","has_concept","Concept"
"himself","2dccc492caaeaf3cdd024c005864723cf8bcb2b5b03fb7b762437e248b227715","has_concept","Concept"
"The thrumming of monitors cast a stark contrast to the rigid silence enveloping the group.","288bdd051a292f9273b19c51f89eb151b37a5fc59b64b6c9d6fe9bc72510da7f","has_concept","Concept"
"The thrumming of monitors cast a stark contrast to the rigid silence enveloping the group.","4f2028f56854987078da3fff713d028f2b20ed7fe1d233f9671689b209e01cbf","has_concept","Concept"
"The thrumming of monitors cast a stark contrast to the rigid silence enveloping the group.","3e28517636a91bcde99ff30bc08914868e2543ce9c471d11c84193001b3e37a2","has_concept","Concept"
"The thrumming of monitors cast a stark contrast to the rigid silence enveloping the group.","2e92730309058b38301ab32fc5e8d7909542b31deef61ecdae8722562a2d8437","has_concept","Concept"
"The thrumming of monitors cast a stark contrast to the rigid silence enveloping the group.","7301badb93d9b543fcf3d03edc74488206bcf0b75415df8e94f373a2e9c6b84b","has_concept","Concept"
"Agent Alex Mercer seemed dwarfed by the enormity of the sterile briefing room.","7581b8152e4e830301cce468fd572a3479169082d7e572ff316e673144137462","has_concept","Concept"
"Agent Alex Mercer seemed dwarfed by the enormity of the sterile briefing room.","4fa0ee69dfe30db428c26dcf926ea70f0cbc3a1ca7ef686c7433bd41d49b3567","has_concept","Concept"
"Agent Alex Mercer seemed dwarfed by the enormity of the sterile briefing room.","67d272b31ef0ac1527123cfd812fdf998a028c8591b037a8c62260d5abd6df51","has_concept","Concept"
"Agent Alex Mercer seemed dwarfed by the enormity of the sterile briefing room.","32f4148a2729b6cf236b19b9dd3189f99eee819a74f305c6415c5bab00d857f3","has_concept","Concept"
"Agent Alex Mercer seemed dwarfed by the enormity of the sterile briefing room.","ad1dd8a3c269279a6456ac1a5c92693a3643a78300dcd894211a647912d9d88c","has_concept","Concept"
"He scanned the projectors outlining their impending odyssey into Operation: Dulce.","7e772fb4cc2293e794250fd95ecdb8dbadd88eb01387e73e14f08bbac678a81b","has_concept","Concept"
"He scanned the projectors outlining their impending odyssey into Operation: Dulce.","f7cad1537f102c5f608646d74c96d9722c34871efc301cd63dad8dfbd11b5487","has_concept","Concept"
"He scanned the projectors outlining their impending odyssey into Operation: Dulce.","eff08b641e2487622ad168f1777f99e5251111877768db204c5ef4705e2c64b3","has_concept","Concept"
"He scanned the projectors outlining their impending odyssey into Operation: Dulce.","9972587630cde31ab08de9176336455c95b068d61ea8a09cd8f565d150d0782a","has_concept","Concept"
"He scanned the projectors outlining their impending odyssey into Operation: Dulce.","d4152451ef2480868b28f99819f0476a9d07a7eb81bf9b7ec2b69f42093e5c31","has_concept","Concept"
"Taylor Cruz spoke with an edge that demanded attention.","db2e406cf890637b9bdabbc69f0e7d9a2ad7642edd28e98f08e4bff2c3a72a44","has_concept","Concept"
"Taylor Cruz spoke with an edge that demanded attention.","f26fd72b938f7371da60d6d775b0ce941f59a5e7979375d32dcba20904327829","has_concept","Concept"
"Taylor Cruz spoke with an edge that demanded attention.","3aef5e8cb218cd8149d031dd5f0e72352d880c0c620f95bc390600f8d3ee9932","has_concept","Concept"
"Taylor Cruz spoke with an edge that demanded attention.","8962dec9cb10d5e42cfd26bb8e3036a19ef704a1609c835e61a0152eeabe2f70","has_concept","Concept"
"Taylor Cruz spoke with an edge that demanded attention.","92c710371a7c444c80045a9d078452eb998dbef18ea1825c9842915de3638b01","has_concept","Concept"
"Alex Mercer flickered a strained smile and thumbed his folder's corner.","3657fda43d056a4678ef627e4e46521d693075649836cb91fd1db15ffe38939c","has_concept","Concept"
"Alex Mercer flickered a strained smile and thumbed his folder's corner.","233e57120ea2d181754146c43072351cc80625ea9355e5c3118f509680beb5a6","has_concept","Concept"
"Alex Mercer flickered a strained smile and thumbed his folder's corner.","0fe1bc07aa84664e7f5aee2914210aa0b0202221318e76e6017bc825554c7cd6","has_concept","Concept"
"Alex Mercer flickered a strained smile and thumbed his folder's corner.","3e28517636a91bcde99ff30bc08914868e2543ce9c471d11c84193001b3e37a2","has_concept","Concept"
"Alex Mercer flickered a strained smile and thumbed his folder's corner.","6e10a7984068b59cd3c782a0dddb7b75d8dec8420ce486a74a51f08c6d6d1165","has_concept","Concept"
"He said 'Of course not, Agent Cruz. Just trying to soak in all the details.'","d64d29261baece98636e37b63e6a39433cfdacaf71ad1678b1b1b2d281c76b8c","has_concept","Concept"
"He said 'Of course not, Agent Cruz. Just trying to soak in all the details.'","dbd581fdbb85696c1b3307d1e2446255f6dd13867087aee8a8b5d7ce37cb828d","has_concept","Concept"
"He said 'Of course not, Agent Cruz. Just trying to soak in all the details.'","2e92730309058b38301ab32fc5e8d7909542b31deef61ecdae8722562a2d8437","has_concept","Concept"
"He said 'Of course not, Agent Cruz. Just trying to soak in all the details.'","31e26ff54b36852a089beec450d8b56bf440e9d6e7cdf7a65a0b60d154bcdf1b","has_concept","Concept"
"He said 'Of course not, Agent Cruz. Just trying to soak in all the details.'","8931a1484c83ef39d50ffc831c63fa1da6ea0410dce1b8941682541ef070f189","has_concept","Concept"
"Jordan Hayes narrowed their eyes but offered a supportive nod.","8a09189261437077689eaf9bc1fa705f61d241c854bf6e623932b41548363729","has_concept","Concept"
"Jordan Hayes narrowed their eyes but offered a supportive nod.","1805a182645cd64ea9a23a57785cbcebd8ea19044cb4bafd83dbdf1f75f58052","has_concept","Concept"
"Jordan Hayes narrowed their eyes but offered a supportive nod.","e450a8181a9ce750202836779748a30a4c2bbbba507f733e0f77df06cc91b0b7","has_concept","Concept"
"Jordan Hayes narrowed their eyes but offered a supportive nod.","4db86b657e6ae05fa9057549a8b09bd8298bcd7f5af971b6630719da865dffac","has_concept","Concept"
"Jordan Hayes narrowed their eyes but offered a supportive nod.","47d4d9436369803aba2c821ca624b8dfe3e9d5f245d37cbf1b8346b5b59ee023","has_concept","Concept"
"They knew well enough the struggle of aligning personal convictions with overarching missions.","7b3358b1811c063cdec19390794a2dc8e4795c856ea851c8759a472943d2902d","has_concept","Concept"
"They knew well enough the struggle of aligning personal convictions with overarching missions.","d580491c2fb426db394be42a74a07aef82baf4aea014366c5445aa0ff33f68c9","has_concept","Concept"
"They knew well enough the struggle of aligning personal convictions with overarching missions.","309de847f22f86b11b66357e8dcf7eb9f399dca0f75d81ffb17ef2e288d6a12c","has_concept","Concept"
"They knew well enough the struggle of aligning personal convictions with overarching missions.","dbc895991c167dae47667f18fa5e1a6dc0c30f7f2a7ea38873e6dad2e787c9c5","has_concept","Concept"
"They knew well enough the struggle of aligning personal convictions with overarching missions.","3e28517636a91bcde99ff30bc08914868e2543ce9c471d11c84193001b3e37a2","has_concept","Concept"
"Sam Rivera added 'I’ve combed through the last transmission logs.'","dbd581fdbb85696c1b3307d1e2446255f6dd13867087aee8a8b5d7ce37cb828d","has_concept","Concept"
"Sam Rivera added 'I’ve combed through the last transmission logs.'","12cdf9606574406b4100501784f432ca255173ef1f10325f308ba4382d60d539","has_concept","Concept"
"Sam Rivera added 'I’ve combed through the last transmission logs.'","83f3b05659b1f63a829ec68723e78bd9c61183d6391bae93fda47041806f0c87","has_concept","Concept"
"Sam Rivera added 'I’ve combed through the last transmission logs.'","912d893f3ae1547a25d06b2c256ee2f9532ea25538f36bb5bda620be8c021dc9","has_concept","Concept"
"Sam Rivera added 'I’ve combed through the last transmission logs.'","3bd62c9ab1da5c4763581a952f0f5767e8c754ae5653ba60782bed06df6bc584","has_concept","Concept"
"Taylor Cruz snorted dismissively and said 'Focus, people. We have protocols for a reason.'","eb151755fba658d2c0bc99bd88844f4819a4b108543d4fd0735aca008b65832e","has_concept","Concept"
"Taylor Cruz snorted dismissively and said 'Focus, people. We have protocols for a reason.'","3aef5e8cb218cd8149d031dd5f0e72352d880c0c620f95bc390600f8d3ee9932","has_concept","Concept"
"Taylor Cruz snorted dismissively and said 'Focus, people. We have protocols for a reason.'","9a1f7e0b3be247269ea615e693ddc26bc805969df819d08670c2a50b5604f081","has_concept","Concept"
"Taylor Cruz snorted dismissively and said 'Focus, people. We have protocols for a reason.'","eda090b4fb7d8215c628146541455bd736aa084923f8ba0aa1e1612518208807","has_concept","Concept"
"Taylor Cruz snorted dismissively and said 'Focus, people. We have protocols for a reason.'","d9dc29857837976dd4e90e0406a2cab689391bbe5dde890f21c40e70e30121b1","has_concept","Concept"
"Taylor Cruz said 'Speculation is counter-productive.'","39a190e2b4414dda90735c314f193c10a8292b9e3c434b75188a847be42dc95d","has_concept","Concept"
"Taylor Cruz said 'Speculation is counter-productive.'","046cc003f1d119a1eb32ae2577fab493540dceb36a62616e857344b2a5d5c466","has_concept","Concept"
"Taylor Cruz said 'Speculation is counter-productive.'","4e7e33033cea0963ca4cb64f50c7246b249b205160b944f1587b0c1d6b51235e","has_concept","Concept"
"Taylor Cruz said 'Speculation is counter-productive.'","8bfb4b34333c2780c8dc4135d7d4f7117eddde6676dbefbf0276fa413dc614b1","has_concept","Concept"
"Taylor Cruz said 'Speculation is counter-productive.'","eb151755fba658d2c0bc99bd88844f4819a4b108543d4fd0735aca008b65832e","has_concept","Concept"
"Alex Mercer straightened in his seat and said 'I agree, Agent Cruz. Protocol is paramount.'","da7de9473012b6d7b993222683fcb51c7b2c8e705f7a94e3b067cb475260718c","has_concept","Concept"
"Alex Mercer straightened in his seat and said 'I agree, Agent Cruz. Protocol is paramount.'","c96ce5b001203d336a3c9089d5c4be0ac7e2fa047a703b51b0976fbbb2c814e3","has_concept","Concept"
"Alex Mercer straightened in his seat and said 'I agree, Agent Cruz. Protocol is paramount.'","ca869d13a8f2c62f7928ce5849c603a249692182221d055f9a8427cc3b1bf8c1","has_concept","Concept"
"Alex Mercer straightened in his seat and said 'I agree, Agent Cruz. Protocol is paramount.'","32f4148a2729b6cf236b19b9dd3189f99eee819a74f305c6415c5bab00d857f3","has_concept","Concept"
"Alex Mercer straightened in his seat and said 'I agree, Agent Cruz. Protocol is paramount.'","0f640b21126ee85db7780e82c04e912931047d0e4ef912724fec495a82c3f09f","has_concept","Concept"
"Alex Mercer spoke in compliance with Taylor Cruz.","da7de9473012b6d7b993222683fcb51c7b2c8e705f7a94e3b067cb475260718c","has_concept","Concept"
"Alex Mercer spoke in compliance with Taylor Cruz.","83f3b05659b1f63a829ec68723e78bd9c61183d6391bae93fda47041806f0c87","has_concept","Concept"
"Alex Mercer spoke in compliance with Taylor Cruz.","bf3b3f94b1313b9aee6bc7649010a2ac9185e84fcc47377483d5dcede5b7f928","has_concept","Concept"
"Alex Mercer spoke in compliance with Taylor Cruz.","fb4bad6f7bef08ed3636e26b7ea8c4eb3707be42fe2932ad91f0176a0e5fe5b5","has_concept","Concept"
"Alex Mercer spoke in compliance with Taylor Cruz.","0f640b21126ee85db7780e82c04e912931047d0e4ef912724fec495a82c3f09f","has_concept","Concept"
"A quiet resolve took form within Alex, galvanized by the groundwork laid by their interactions.","f83e630b1bff073b4d3a014031728ea702847809c31cb53161812244ecaac7d9","has_concept","Concept"
"A quiet resolve took form within Alex, galvanized by the groundwork laid by their interactions.","c48bd420b9995c0be71f62c4103ffed768009e62ccd44f2f7dbe279a5e6d99c8","has_concept","Concept"
"A quiet resolve took form within Alex, galvanized by the groundwork laid by their interactions.","538c554615146097f8626a669a513d1ea00925d0640c89289e37d8da544a2314","has_concept","Concept"
"A quiet resolve took form within Alex, galvanized by the groundwork laid by their interactions.","2dfb685b4fafef7c9f785d8fc54b9230a07dc7f4d4fb1eefd94cd89bf1fd959a","has_concept","Concept"
"A quiet resolve took form within Alex, galvanized by the groundwork laid by their interactions.","eff04a695f17b7ce8853046c13f95ed4d624f7c7bee029ebb05205a3489f6398","has_concept","Concept"
"Everyone began to collect their binders and prepare for departure.","f7cad1537f102c5f608646d74c96d9722c34871efc301cd63dad8dfbd11b5487","has_concept","Concept"
"Everyone began to collect their binders and prepare for departure.","1f57baf5ce0bff69879085286287421c50ff2e15accfae0737bdf2ea7e5c1084","has_concept","Concept"
"Everyone began to collect their binders and prepare for departure.","3bd62c9ab1da5c4763581a952f0f5767e8c754ae5653ba60782bed06df6bc584","has_concept","Concept"
"Everyone began to collect their binders and prepare for departure.","1aa70037b514a74004bab904736171a73d8f311e86e55c52e86fbddf001371db","has_concept","Concept"
"Everyone began to collect their binders and prepare for departure.","7ddcfa88755df3572fbb1100f1dd7855e518175d019792b2ae5890d1c3449a67","has_concept","Concept"
"Alex Mercer's determination had merely taken a subtler form.","c48bd420b9995c0be71f62c4103ffed768009e62ccd44f2f7dbe279a5e6d99c8","has_concept","Concept"
"Alex Mercer's determination had merely taken a subtler form.","280b67730f4981d8107205bb962fe4eb854b119c53d0fe34eac5b0c7c7ab7618","has_concept","Concept"
"Alex Mercer's determination had merely taken a subtler form.","cef1de1836968100e17fe1cf9acfe25aee9f7cd3aca55a9d7b72f1e66bcfcba9","has_concept","Concept"
"Alex Mercer's determination had merely taken a subtler form.","19cfca50b0ee077e1a90e7f39f869a2658f515450ff03e7763b3ed78bc3e1203","has_concept","Concept"
"Alex Mercer's determination had merely taken a subtler form.","0ee5192cb2644cb6c4ce0a98ed1b96ecc0090ef4b6ff6f2082f010a7c57adc1e","has_concept","Concept"
"He wouldn't surrender so easily to the forthcoming shadows.","19cfca50b0ee077e1a90e7f39f869a2658f515450ff03e7763b3ed78bc3e1203","has_concept","Concept"
"He wouldn't surrender so easily to the forthcoming shadows.","1aacbff6064531151fd3aa43b3a8ff135caa29b89081a0ab3ca44b6bc5a94133","has_concept","Concept"
"He wouldn't surrender so easily to the forthcoming shadows.","5912d5b4e1222576bac2eb7585bb497fdfd4ecf142f9f38f05f5d4ac2f4932ee","has_concept","Concept"
"He wouldn't surrender so easily to the forthcoming shadows.","c5d9bff2f40dc42c1fd484d7e3a41ebdffbf114e881fb84596d67694804ef256","has_concept","Concept"
"He wouldn't surrender so easily to the forthcoming shadows.","a1061fd447ab53559b8677def169fc2b4d4b688da2385beab7c8f7f14eb68394","has_concept","Concept"
"monitors","4f9605639abf071a3ed8eee860384579525fea834943222675ca6a888b921aad","has_concept","Concept"
"monitors","cd3004f22b4315db09b6f15013c37c880b75cfd570bb228edbb3b6139385708c","has_concept","Concept"
"monitors","7e8c52da267799d4fba33e18b1de67456dec35fca1b08428ab9663ea9796b5af","has_concept","Concept"
"monitors","7bbe9da64eafe9e1e9b9350fdcb7004887e2c80474fd03aa1468b1103e8424f7","has_concept","Concept"
"monitors","04001dffd9c7e3d6653726155361ce835e25724e1a722c87f742d805593f9fab","has_concept","Concept"
"group","62091ff1dcd27a35994c098e5aba61cd398632dc1bf00bc990504aa8220ac723","has_concept","Concept"
"group","869962d8aab23645e699dbb7efff33da7e8f3f3b944c676d07cb3e2027fc9015","has_concept","Concept"
"group","42c09c9ba518a14e2a95d07a753788af66d526c9f289849ed4ba8da97e0f27fe","has_concept","Concept"
"group","d7428cc6df250ced65b1c9ce7fcdc013b1451b9d476e83497b5d1e422afe85c6","has_concept","Concept"
"group","6e2c0d67c9a1c07d5e06dcc7c3f1ee7d0c96047c08b1a5fa33c385a736268487","has_concept","Concept"
"Agent Alex Mercer seemed dwarfed by the enormity of the sterile briefing room where Paranormal Military Squad's elite convened.","4fa0ee69dfe30db428c26dcf926ea70f0cbc3a1ca7ef686c7433bd41d49b3567","has_concept","Concept"
"Agent Alex Mercer seemed dwarfed by the enormity of the sterile briefing room where Paranormal Military Squad's elite convened.","7581b8152e4e830301cce468fd572a3479169082d7e572ff316e673144137462","has_concept","Concept"
"Agent Alex Mercer seemed dwarfed by the enormity of the sterile briefing room where Paranormal Military Squad's elite convened.","f26fd72b938f7371da60d6d775b0ce941f59a5e7979375d32dcba20904327829","has_concept","Concept"
"Agent Alex Mercer seemed dwarfed by the enormity of the sterile briefing room where Paranormal Military Squad's elite convened.","9331b82186b0aa013703cd67672a8c1ea5960824495716518da742dff8003167","has_concept","Concept"
"Agent Alex Mercer seemed dwarfed by the enormity of the sterile briefing room where Paranormal Military Squad's elite convened.","b427711a3d3b2e0ea50038297248c768fdc92a7e005adf15833a3b9a9ec41d54","has_concept","Concept"
"sterile briefing room","a8bcfb81448e99a5fb316b723a63ede4ee301a34e71b1474836fc69b2b838d4c","has_concept","Concept"
"sterile briefing room","6493f8d39192082fa9d3f96dbf5e0d79612c09d7f20261109baf9e34eec08c0d","has_concept","Concept"
"sterile briefing room","b3bd7d46f27ea2c1dcad13013c4c0ca121fb31b208c899ad6b45c4991185dd4d","has_concept","Concept"
"sterile briefing room","676436eca3db62e6e3449712f629c0ca810d18adc2a8ad09e1498a89954971f0","has_concept","Concept"
"sterile briefing room","5a6b0796afc25c83bbb343bd5a59cf0c10ae5c9266970975e2b5775c89fc5e38","has_concept","Concept"
"sterile briefing room","b4530e34850963c303114d0201ae1cc893b9e78ada8f93e78c852e535869ec56","has_concept","Concept"
"Paranormal Military Squad's elite","84a1babbea34b160aa021e16c2eb74c255e5473a310db893519611ce07d025f1","has_concept","Concept"
"Paranormal Military Squad's elite","e6083588da3252c0b37501e61ae047082cb91171fac07e9b68d219f9e9d9f786","has_concept","Concept"
"Paranormal Military Squad's elite","70c35a12e1ee02861220390a65d4ea189af94d0c9f260373bab5bb87f8b8963d","has_concept","Concept"
"Paranormal Military Squad's elite","86035cb539eb9972dae33c860941c8427a27647500cce88549e2b5577e6a90a6","has_concept","Concept"
"Paranormal Military Squad's elite","20ab9a5a848717af31ee5dbded19dd8dce5e22cfd26a40a5af182c5b3ffe4bb9","has_concept","Concept"
"Paranormal Military Squad's elite","ab2bf0bd01dcc28648b33fb080484ec95ef423d12a1b5db3315e20921e63b465","has_concept","Concept"
"Paranormal Military Squad's elite","ee5d79982615eff6e54e12a0562f0cf995c8ab46da805f5e66cb96f5000552df","has_concept","Concept"
"Paranormal Military Squad's elite","1aa70037b514a74004bab904736171a73d8f311e86e55c52e86fbddf001371db","has_concept","Concept"
"Operation: Dulce","1793a338d883c3174628bda41de1c40a8956e795406ae9749865b818f1b40784","has_concept","Concept"
"Operation: Dulce","eff08b641e2487622ad168f1777f99e5251111877768db204c5ef4705e2c64b3","has_concept","Concept"
"Operation: Dulce","b498750dd6eaa09b1927dca14e074656515d1eacfadc91898086cc84aaaa78a6","has_concept","Concept"
"Operation: Dulce","bae753a176c2857d369ffbcbf11fc2ffb3bb785ec0bdf556329aaae860cb259a","has_concept","Concept"
"Operation: Dulce","2a50241214f3f33eb243dc203b3eb65880f934de3615bf0370b1636ec97939cc","has_concept","Concept"
"Taylor Cruz's voice, laced with an edge that demanded attention, said 'I assume, Agent Mercer, you’re not having second thoughts?'","a42507fb97d307c7de525a35f3b76bb1cd3fb5eb5229727a99944510a3714ab3","has_concept","Concept"
"Taylor Cruz's voice, laced with an edge that demanded attention, said 'I assume, Agent Mercer, you’re not having second thoughts?'","f26fd72b938f7371da60d6d775b0ce941f59a5e7979375d32dcba20904327829","has_concept","Concept"
"Taylor Cruz's voice, laced with an edge that demanded attention, said 'I assume, Agent Mercer, you’re not having second thoughts?'","3aef5e8cb218cd8149d031dd5f0e72352d880c0c620f95bc390600f8d3ee9932","has_concept","Concept"
"Taylor Cruz's voice, laced with an edge that demanded attention, said 'I assume, Agent Mercer, you’re not having second thoughts?'","2b5d617c052952c9e781138162d7d60dfa05b92d5665ee1cb97a5cd2a7262993","has_concept","Concept"
"Taylor Cruz's voice, laced with an edge that demanded attention, said 'I assume, Agent Mercer, you’re not having second thoughts?'","0f640b21126ee85db7780e82c04e912931047d0e4ef912724fec495a82c3f09f","has_concept","Concept"
"Agent Mercer","e9b52e83a2497e9656a7b6030ddf5175d54c4f991cacebd04f074ae42e103c3e","has_concept","Concept"
"Agent Mercer","0e162f7038816bfa33602a15b250f47eccf3a69e16531b6a2fa87ed910d794c6","has_concept","Concept"
"Agent Mercer","bf0bd81d041c39fa5e3dac78cd870e2c76f9e47c825eb1fd4b2d80794cf1e094","has_concept","Concept"
"Agent Mercer","4cba40f777f2af2d9e93b1a4d59f802712a0709b4572b5e97b12e3a09c747f9a","has_concept","Concept"
"Agent Mercer","97e2dfd33a4968ddf2403163a93e9ac67fc3bde5cc8c25833a67285988b49873","has_concept","Concept"
"Agent Mercer","33b09583db022cd2f8765441fecd0830334b8b6215f79adbe69dd260215966f7","has_concept","Concept"
"Alex flickered a strained smile, still thumbing his folder's corner.","3657fda43d056a4678ef627e4e46521d693075649836cb91fd1db15ffe38939c","has_concept","Concept"
"Alex flickered a strained smile, still thumbing his folder's corner.","be39f7a3d4382de6ed02a5ecd2a3689900dd4f642ae0713fdc17857d652d8a04","has_concept","Concept"
"Alex flickered a strained smile, still thumbing his folder's corner.","233e57120ea2d181754146c43072351cc80625ea9355e5c3118f509680beb5a6","has_concept","Concept"
"Alex flickered a strained smile, still thumbing his folder's corner.","834e3e338462ad3bb94eb36885992030b23d4acfcc1ded8a4246683c08644060","has_concept","Concept"
"Alex flickered a strained smile, still thumbing his folder's corner.","0fe1bc07aa84664e7f5aee2914210aa0b0202221318e76e6017bc825554c7cd6","has_concept","Concept"
"Alex","e9b52e83a2497e9656a7b6030ddf5175d54c4f991cacebd04f074ae42e103c3e","has_concept","Concept"
"Alex","bf0bd81d041c39fa5e3dac78cd870e2c76f9e47c825eb1fd4b2d80794cf1e094","has_concept","Concept"
"Alex","c2698d92d95cd0a70a1d9429a8a6cc14ab2e1419114eff1bfe4914350b95783a","has_concept","Concept"
"Alex","a7e1497c516c874caf95e800eef2fa391d449ec7dd6b5ab2354cf18d73c0f44d","has_concept","Concept"
"Alex","8d431d9582ae9c6a2b06feb0268a22e77567b098afb1c2756f11f4b9860c8976","has_concept","Concept"
"Alex","895089b308ed72472b259f038a57eb460db301730b9da4eec789b394944b8a2b","has_concept","Concept"
"Agent Cruz","e9b52e83a2497e9656a7b6030ddf5175d54c4f991cacebd04f074ae42e103c3e","has_concept","Concept"
"Agent Cruz","bf0bd81d041c39fa5e3dac78cd870e2c76f9e47c825eb1fd4b2d80794cf1e094","has_concept","Concept"
"Agent Cruz","f4415bd32bf5de17ed04d114d6cee44c1819b1eaf2aaec2cdc91743ecc2855a5","has_concept","Concept"
"Agent Cruz","514e4b1a40ae147051076d687de89c782e579570da0bd23a680bb5ae43519cd6","has_concept","Concept"
"Agent Cruz","e9f2a00c5e42201f518883a443083a5c08eaf62a5d60115b9006e05bf667f988","has_concept","Concept"
"Jordan said 'Details are imperative. We’ll need your clear-headedness down there, Mercer.'","4624ddbb524d338c94a39a361aa607161d58239383a8034d0e4099b89dfd8f3f","has_concept","Concept"
